Marque,Modèle,Type de Carburant,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
FIAT,ULYSSE 2.0L 16V,ES,9,100.0,M 5,12.3,7.4,9.2,221.0,,,,,
FIAT,ULYSSE 2.0L 16V,ES,9,100.0,M 5,12.3,7.4,9.2,221.0,,,,,
FIAT,ULYSSE 2980 24V BVA,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,,,,,
FIAT,ULYSSE 2980 24V BVA,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,,,,,
FIAT,ULYSSE 2980 24V BVA,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,,,,,
FIAT,ULYSSE 2980 24V BVA,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,,,,,
FIAT,ULYSSE 1997 JTD 16V DYN./PRO./EMO.,GO,7,80.0,M 5,9.2,5.9,7.0,186.0,,,,,
FIAT,ULYSSE 1997 JTD 16V EMOTION,GO,7,80.0,M 5,9.2,5.9,7.0,186.0,,,,,
FIAT,ULYSSE JTD,GO,7,80.0,M 5,8.8,5.9,6.9,184.0,,,,,
FIAT,ULYSSE JTD,GO,7,80.0,M 5,8.8,5.9,6.9,184.0,,,,,
FIAT,ULYSSE 2179 JTD 16V EMOTION,GO,8,94.0,M 5,10.1,5.9,7.4,199.0,,,,,
FIAT,ULYSSE 2179 JTD 16V EMOTION,GO,8,94.0,M 5,10.1,5.9,7.4,199.0,,,,,
FORD,FOCUS 3P 1400 (75ch),ES,5,55.0,M 5,8.8,5.4,6.6,158.0,,,,,
FORD,FOCUS 3P 1400 (75ch),ES,5,55.0,M 5,8.9,5.6,6.8,162.0,,,,,
FORD,FOCUS 5P 1400 (75ch),ES,5,55.0,M 5,8.8,5.4,6.6,158.0,,,,,
FORD,FOCUS 5P 1400 (75ch),ES,5,55.0,M 5,8.9,5.6,6.8,162.0,,,,,
FORD,FOCUS CLIPPER 1400 (75ch),ES,5,55.0,M 5,8.8,5.4,6.6,158.0,,,,,
FORD,FOCUS CLIPPER 1400 (75ch),ES,5,55.0,M 5,8.8,5.4,6.6,158.0,,,,,
FORD,FOCUS CLIPPER 1400 (75ch),ES,5,55.0,M 5,8.9,5.6,6.8,162.0,,,,,
FORD,FOCUS CLIPPER 1400 (75ch),ES,5,55.0,M 5,8.9,5.6,6.8,162.0,,,,,
FORD,FOCUS 3P 1600 (100ch),ES,6,74.0,M 5,9.4,5.4,6.8,163.0,,,,,
FORD,FOCUS 3P 1600 (100ch),ES,6,74.0,M 5,9.4,5.5,6.9,165.0,,,,,
FORD,FOCUS 3P 1600 (100ch),ES,6,74.0,M 5,9.5,5.6,7.0,167.0,,,,,
FORD,FOCUS 3P 1600 (100ch),ES,6,74.0,M 5,9.6,5.7,7.1,169.0,,,,,
FORD,FOCUS 4P 1600 (100ch),ES,6,74.0,M 5,9.4,5.4,6.8,163.0,,,,,
FORD,FOCUS 4P 1600 (100ch),ES,6,74.0,M 5,9.4,5.5,6.9,165.0,,,,,
FORD,FOCUS 4P 1600 (100ch),ES,6,74.0,M 5,9.5,5.6,7.0,167.0,,,,,
FORD,FOCUS 5P 1600 (100ch),ES,6,74.0,M 5,9.4,5.4,6.8,163.0,,,,,
FORD,FOCUS 5P 1600 (100ch),ES,6,74.0,M 5,9.4,5.5,6.9,165.0,,,,,
FORD,FOCUS 5P 1600 (100ch),ES,6,74.0,M 5,9.5,5.6,7.0,167.0,,,,,
FORD,FOCUS 5P 1600 (100ch),ES,6,74.0,M 5,9.6,5.7,7.1,169.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.4,5.4,6.8,163.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.4,5.4,6.8,163.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.4,5.5,6.9,165.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.4,5.5,6.9,165.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.5,5.6,7.0,167.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.5,5.6,7.0,167.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.6,5.7,7.1,169.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch),ES,6,74.0,M 5,9.6,5.7,7.1,169.0,,,,,
FORD,FOCUS 3P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.1,7.8,188.0,,,,,
FORD,FOCUS 3P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 3P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.1,7.8,188.0,,,,,
FORD,FOCUS 3P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 3P 1800 (115ch),ES,7,85.0,M 5,10.2,6.0,7.6,181.0,,,,,
FORD,FOCUS 3P 1800 (115ch),ES,7,85.0,M 5,10.3,6.1,7.7,183.0,,,,,
FORD,FOCUS 3P 1800 (115ch),ES,7,85.0,M 5,10.4,6.2,7.8,185.0,,,,,
FORD,FOCUS 4P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.0,7.8,186.0,,,,,
FORD,FOCUS 4P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 4P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.0,7.8,186.0,,,,,
FORD,FOCUS 4P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 4P 1800 (115ch),ES,7,85.0,M 5,10.2,6.0,7.5,179.0,,,,,
FORD,FOCUS 4P 1800 (115ch),ES,7,85.0,M 5,10.3,6.1,7.6,181.0,,,,,
FORD,FOCUS 5P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.1,7.8,188.0,,,,,
FORD,FOCUS 5P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 5P 1600 (100ch) BVA,ES,7,74.0,A 4,10.9,6.1,7.8,188.0,,,,,
FORD,FOCUS 5P 1600 (100ch) BVA,ES,7,74.0,A 4,11.2,6.2,8.0,192.0,,,,,
FORD,FOCUS 5P 1800 (115ch),ES,7,85.0,M 5,10.2,6.0,7.6,181.0,,,,,
FORD,FOCUS 5P 1800 (115ch),ES,7,85.0,M 5,10.3,6.1,7.7,183.0,,,,,
FORD,FOCUS 5P 1800 (115ch),ES,7,85.0,M 5,10.4,6.2,7.8,185.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.3,6.4,8.2,196.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.3,6.4,8.2,196.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.5,6.6,8.4,200.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.5,6.6,8.4,200.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.3,6.4,8.2,196.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.3,6.4,8.2,196.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.5,6.6,8.4,200.0,,,,,
FORD,FOCUS CLIPPER 1600 (100ch) BVA,ES,7,74.0,A 4,11.5,6.6,8.4,200.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,7,85.0,M 5,10.4,6.1,7.7,184.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,7,85.0,M 5,10.4,6.1,7.7,184.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,7,85.0,M 5,10.5,6.2,7.8,186.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,7,85.0,M 5,10.5,6.2,7.8,186.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,8,85.0,M 5,10.6,6.3,7.9,188.0,,,,,
FORD,FOCUS CLIPPER 1800 (115ch),ES,8,85.0,M 5,10.6,6.3,7.9,188.0,,,,,
FORD,FOCUS 3P 2000 (130ch),ES,9,96.0,M 5,11.4,6.8,8.5,202.0,,,,,
FORD,FOCUS 3P 2000 (130ch),ES,9,96.0,M 5,11.5,6.9,8.6,204.0,,,,,
FORD,FOCUS 3P 2000 (130ch),ES,9,96.0,M 5,11.6,7.0,8.7,206.0,,,,,
FORD,FOCUS 3P 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.3,9.4,222.0,,,,,
FORD,FOCUS 3P 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.4,9.5,224.0,,,,,
FORD,FOCUS 4P 2000 (130ch),ES,9,96.0,M 5,11.6,6.9,8.6,205.0,,,,,
FORD,FOCUS 4P 2000 (130ch),ES,9,96.0,M 5,11.7,7.0,8.7,207.0,,,,,
FORD,FOCUS 4P 2000 (130ch) BVA,ES,9,96.0,A 4,13.0,7.3,9.4,222.0,,,,,
FORD,FOCUS 4P 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.3,9.5,224.0,,,,,
FORD,FOCUS 5P 2000 (130ch),ES,9,96.0,M 5,11.6,6.9,8.7,207.0,,,,,
FORD,FOCUS 5P 2000 (130ch),ES,9,96.0,M 5,11.7,7.0,8.8,209.0,,,,,
FORD,FOCUS 5P 2000 (130ch),ES,9,96.0,M 5,11.8,7.1,8.9,211.0,,,,,
FORD,FOCUS 5P 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.3,9.4,222.0,,,,,
FORD,FOCUS 5P 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.4,9.5,224.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.6,6.9,8.6,205.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.6,6.9,8.6,205.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.7,7.0,8.7,207.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.7,7.0,8.7,207.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.8,7.1,8.8,209.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch),ES,9,96.0,M 5,11.8,7.1,8.8,209.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.3,9.4,222.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch) BVA,ES,9,96.0,A 4,13.1,7.3,9.4,222.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch) BVA,ES,9,96.0,A 4,13.2,7.3,9.5,224.0,,,,,
FORD,FOCUS CLIPPER 2000 (130ch) BVA,ES,9,96.0,A 4,13.2,7.3,9.5,224.0,,,,,
FORD,FOCUS 3P ST170,ES,11,127.0,M 6,12.4,7.2,9.1,218.0,,,,,
FORD,FOCUS 5P ST170,ES,11,127.0,M 6,12.4,7.2,9.1,218.0,,,,,
FORD,FOCUS CLIPPER ST170,ES,11,127.0,M 6,12.4,7.2,9.1,218.0,,,,,
FORD,FOCUS RS,ES,14,158.0,M 5,14.2,7.7,10.1,237.0,,,,,
FORD,FOCUS 3P 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.1,5.1,135.0,,,,,
FORD,FOCUS 3P 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.2,5.2,137.0,,,,,
FORD,FOCUS 3P 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS 3P 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 3P 1800 TDdi (90ch),GO,5,66.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS 4P 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.4,5.4,142.0,,,,,
FORD,FOCUS 4P 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.4,5.4,144.0,,,,,
FORD,FOCUS 4P 1800 TDdi (90ch),GO,5,66.0,M 5,7.3,4.5,5.5,145.0,,,,,
FORD,FOCUS 5P 1800 TDdi (75 ch),GO,5,55.0,M 5,6.8,4.1,5.1,135.0,,,,,
FORD,FOCUS 5P 1800 TDdi (75 ch),GO,5,55.0,M 5,6.8,4.2,5.2,137.0,,,,,
FORD,FOCUS 5P 1800 TDdi (90 ch),GO,5,66.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS 5P 1800 TDdi (90 ch),GO,5,66.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 5P 1800 TDdi (90 ch),GO,5,66.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.1,5.1,134.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.1,5.1,134.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.2,5.2,137.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (75ch),GO,5,55.0,M 5,6.8,4.2,5.2,137.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,5,66.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS 3P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,138.0,,,,,
FORD,FOCUS 3P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.3,5.3,140.0,,,,,
FORD,FOCUS 3P 1800 TDCi (100ch),GO,6,74.0,M 5,7.1,4.4,5.4,142.0,,,,,
FORD,FOCUS 3P 1800 TDCi (100ch),GO,6,74.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 3P 1800 TDdi (90ch),GO,6,66.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS 4P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,137.0,,,,,
FORD,FOCUS 4P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,139.0,,,,,
FORD,FOCUS 4P 1800 TDCi (100ch),GO,6,74.0,M 5,7.1,4.3,5.3,140.0,,,,,
FORD,FOCUS 4P 1800 TDCi (115ch),GO,6,85.0,M 5,7.2,4.4,5.4,142.0,,,,,
FORD,FOCUS 5P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,138.0,,,,,
FORD,FOCUS 5P 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.3,5.3,140.0,,,,,
FORD,FOCUS 5P 1800 TDCi (100ch),GO,6,74.0,M 5,7.1,4.4,5.4,142.0,,,,,
FORD,FOCUS 5P 1800 TDCi (100ch),GO,6,74.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 5P 1800 TDdi (90 ch),GO,6,66.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,138.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.2,5.2,138.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.3,5.3,140.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.0,4.3,5.3,140.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.1,4.4,5.4,142.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.1,4.4,5.4,142.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (100ch),GO,6,74.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,6,66.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS CLIPPER 1800 TDdi (90ch),GO,6,66.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS 3P 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS 3P 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 3P 1800 TDCi (115ch),GO,7,85.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS 3P 1800 TDCi (115ch),GO,7,85.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS 4P 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.4,5.4,144.0,,,,,
FORD,FOCUS 4P 1800 TDCi (115ch),GO,7,85.0,M 5,7.3,4.5,5.5,145.0,,,,,
FORD,FOCUS 5P 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS 5P 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS 5P 1800 TDCi (115ch),GO,7,85.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS 5P 1800 TDCi (115ch),GO,7,85.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.4,5.4,143.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.2,4.5,5.5,145.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.3,4.6,5.6,147.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FOCUS CLIPPER 1800 TDCi (115ch),GO,7,85.0,M 5,7.4,4.7,5.7,150.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,8.8,5.5,6.8,160.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,9.0,5.7,6.9,163.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,8.8,5.5,6.8,160.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,9.0,5.7,6.9,163.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,8.5,5.3,6.5,154.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,8.8,5.4,6.7,158.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,8.8,5.5,6.8,160.0,,,,,
FORD,FUSION 1400 (80ch),ES,5,59.0,M 5,9.0,5.7,6.9,163.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.7,5.6,6.7,159.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.9,5.7,6.8,162.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.7,5.6,6.7,159.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.9,5.7,6.8,162.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.3,5.4,6.4,153.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.6,5.5,6.6,157.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.7,5.6,6.7,159.0,,,,,
FORD,FUSION 1400 DURASHIFT (80ch),ES,5,59.0,M 5,8.9,5.7,6.8,162.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.1,5.7,6.9,164.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.2,5.8,7.0,167.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.1,5.7,6.9,164.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.2,5.8,7.0,167.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.0,5.3,6.6,157.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.0,5.4,6.7,160.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.1,5.7,6.9,164.0,,,,,
FORD,FUSION 1600 (100ch),ES,6,74.0,M 5,9.2,5.8,7.0,167.0,,,,,
FORD,FUSION 1400 TDCi,GO,4,50.0,M 5,5.4,4.0,4.5,119.0,,,,,
FORD,FUSION 1400 TDCi,GO,4,50.0,M 5,5.4,4.0,4.5,119.0,,,,,
FORD,FUSION 1400 TDCi,GO,4,50.0,M 5,5.2,3.9,4.4,116.0,,,,,
FORD,FUSION 1400 TDCi,GO,4,50.0,M 5,5.4,4.0,4.5,119.0,,,,,
FORD,GALAXY 2.0L (115ch),ES,9,85.0,M 5,13.8,7.9,10.1,242.0,,,,,
FORD,GALAXY 2.0L (115ch),ES,9,85.0,M 5,13.8,7.9,10.1,242.0,,,,,
FORD,GALAXY 2.0L (115ch),ES,9,85.0,M 5,13.8,7.9,10.1,242.0,,,,,
FORD,GALAXY 2.0L (115ch),ES,9,85.0,M 5,13.8,7.9,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,107.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,107.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,107.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,107.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,103.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,103.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,103.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch),ES,10,103.0,M 5,14.0,7.8,10.1,242.0,,,,,
FORD,GALAXY 2.3L (145ch) SELECT-SHIFT,ES,11,107.0,A 4,15.1,8.6,11.0,264.0,,,,,
FORD,GALAXY 2.3L (145ch) SELECT-SHIFT,ES,11,107.0,A 4,15.1,8.6,11.0,264.0,,,,,
FORD,GALAXY 2.3L (145ch) SELECT-SHIFT,ES,11,107.0,A 4,15.1,8.6,11.0,264.0,,,,,
FORD,GALAXY 2.3L (145ch) SELECT-SHIFT,ES,11,107.0,A 4,15.1,8.6,11.0,264.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch),ES,14,150.0,M 6,14.5,8.2,10.5,252.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch),ES,14,150.0,M 6,14.6,8.3,10.6,254.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch),ES,14,150.0,M 6,14.7,8.4,10.7,257.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch),ES,14,150.0,M 6,14.8,8.5,10.8,259.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch) SELECT-SHIFT,ES,14,150.0,A 5,16.2,8.6,11.4,274.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch) SELECT-SHIFT,ES,14,150.0,A 5,16.4,8.8,11.6,278.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch) SELECT-SHIFT,ES,15,150.0,A 5,16.6,9.0,11.8,283.0,,,,,
FORD,GALAXY 2.8L V6 24V (204ch) SELECT-SHIFT,ES,15,150.0,A 5,16.8,9.2,12.0,288.0,,,,,
FORD,GALAXY 1900 TDi (90ch),GO,6,66.0,M 6,8.0,5.5,6.4,173.0,,,,,
FORD,GALAXY 1900 TDi (90ch),GO,6,66.0,M 6,8.1,5.6,6.5,176.0,,,,,
FORD,GALAXY 1900 TDi (90ch),GO,6,66.0,M 6,8.2,5.7,6.6,178.0,,,,,
FORD,GALAXY 1900 TDi (90ch),GO,6,66.0,M 6,8.3,5.8,6.7,181.0,,,,,
FORD,GALAXY 1900 TDi (115ch),GO,7,85.0,M 6,8.3,5.2,6.3,170.0,,,,,
FORD,GALAXY 1900 TDi (115ch),GO,7,85.0,M 6,8.4,5.3,6.4,173.0,,,,,
FORD,GALAXY 1900 TDi (115ch),GO,7,85.0,M 6,8.5,5.4,6.5,176.0,,,,,
FORD,GALAXY 1900 TDi (115ch),GO,7,85.0,M 6,8.6,5.5,6.6,178.0,,,,,
FORD,GALAXY 1900 TDi (115ch) SELECT-SHIFT,GO,8,85.0,A 5,9.3,5.9,7.2,194.0,,,,,
FORD,GALAXY 1900 TDi (115ch) SELECT-SHIFT,GO,8,85.0,A 5,9.5,6.1,7.4,200.0,,,,,
FORD,GALAXY 1900 TDi (115ch) SELECT-SHIFT,GO,8,85.0,A 5,9.7,6.3,7.6,205.0,,,,,
FORD,GALAXY 1900 TDi (115ch) SELECT-SHIFT,GO,8,85.0,A 5,9.9,6.5,7.8,211.0,,,,,
FORD,GALAXY 1900 TDi (130ch),GO,8,96.0,M 6,8.0,5.2,6.2,167.0,,,,,
FORD,GALAXY 1900 TDi (130ch),GO,8,96.0,M 6,8.1,5.3,6.3,170.0,,,,,
FORD,GALAXY 1900 TDi (130ch),GO,8,96.0,M 6,8.2,5.4,6.4,173.0,,,,,
FORD,GALAXY 1900 TDi (130ch),GO,8,96.0,M 6,8.3,5.5,6.5,176.0,,,,,
FORD,KA 3P 1300,ES,4,44.0,M 5,7.9,4.8,5.9,145.0,,,,,
FORD,KA 3P 1300,ES,4,44.0,M 5,8.0,5.0,6.1,148.0,,,,,
FORD,KA 3P 1300,ES,5,44.0,M 5,8.8,5.5,6.7,163.0,,,,,
FORD,KA 3P 1300,ES,5,44.0,M 5,8.9,5.6,6.8,165.0,,,,,
FORD,KA 3P 1300,ES,5,44.0,M 5,8.3,5.2,6.3,154.0,,,,,
FORD,KA 3P 1300,ES,5,44.0,M 5,8.4,5.3,6.4,157.0,,,,,
